CustomerID,OrderID,Channel,PaymentType,Brand,Shop,Promotion,SalePrice, Sale_Price ," 23,000 ",SaleDate,Reference
CTM58063,OTS63,Offline,Tiền mặt,Asus,Viettel Store,Có,14870000," 14,870,000 ",,9/4/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM58137,OTS38,Offline,Thẻ,Asus,Viettel Store,Có,14170000," 14,170,000 ",,6/23/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM58166,OTS933,Offline,Tiền mặt,Dell,Khác,Có,14020000," 14,020,000 ",,11/9/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM58271,OTS1090,Offline,Tiền mặt,Asus,Điện máy xanh,Không,15710000," 15,710,000 ",,11/5/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM58279,OTS93,Online,Thẻ,Asus,FPT Shop,Có,23440000," 23,440,000 ",,10/26/2020,Nhờ người có chuyên môn tư vấn
CTM58394,OTS36,Offline,Tiền mặt,Dell,Viettel Store,Có,18110000," 18,110,000 ",,4/23/2020,"Thông qua người thân, bạn bè"
CTM58394,OTS63579,Online,Thẻ,Asus,Nguyễn Kim,Không,12284000," 12,284,000 ",,10/15/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM5840,OTS543,Online,Thẻ,Asus,FPT Shop,Không,15930000," 15,930,000 ",,2/27/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM58500,OTS24963,Offline,Thẻ,Acer,Phong Vũ,Không,14675000," 14,675,000 ",,8/9/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM58500,OTS714,Offline,Tiền mặt,HP,FPT Shop,Không,10110000," 10,110,000 ",,9/21/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM58611,OTS490,Online,Thẻ,Acer,Điện máy xanh,Có,6860000," 6,860,000 ",,2/11/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM58660,OTS12041,Offline,Tiền mặt,HP,Nguyễn Kim,Có,23929000," 23,929,000 ",,6/25/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn"
CTM58660,OTS181,Online,Thẻ,Asus,Viettel Store,Có,11600000," 11,600,000 ",,8/7/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM58787,OTS745,Online,Thẻ,Asus,FPT Shop,Có,12620000," 12,620,000 ",,8/31/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM58872,OTS61402,Offline,Tiền mặt,HP,Viễn thông A,Không,15682000," 15,682,000 ",,4/3/2020,"Thông qua người thân, bạn bè"
CTM58872,OTS44185,Offline,Tiền mặt,MSI,Techcare,Không,24273000," 24,273,000 ",,8/6/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn"
CTM58872,OTS394,Online,Thẻ,HP,Techcare,Có,15170000," 15,170,000 ",,9/16/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM58959,OTS330,Offline,Tiền mặt,Asus,Viettel Store,Có,12240000," 12,240,000 ",,9/23/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...), Website"
CTM58972,OTS109,Online,Thẻ,Asus,Nguyễn Kim,Có,5140000," 5,140,000 ",,12/7/2020,Nhân viên cửa hàng bán Laptop
CTM59047,OTS143,Offline,Tiền mặt,Dell,Techcare,Có,5830000," 5,830,000 ",,11/26/2020,"Thông qua người thân, bạn bè, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Website"
CTM59101,OTS205,Offline,Thẻ,Asus,Thế giới di động,Có,14400000," 14,400,000 ",,10/20/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM5916,OTS34225,Offline,Tiền mặt,HP,Phong Vũ,Không,14071000," 14,071,000 ",,1/29/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM5916,OTS60,Offline,Tiền mặt,Dell,Viễn thông A,Có,14150000," 14,150,000 ",,2/6/2020,"Thông qua người thân, bạn bè"
CTM59222,OTS42,Online,Thẻ,Apple,Phong Vũ,Có,22880000," 22,880,000 ",,8/24/2020,"Thông qua người thân, bạn bè, Website"
CTM5936,OTS173,Online,Thẻ,HP,FPT Shop,Không,11260000," 11,260,000 ",,5/26/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội, Website"
CTM59477,OTS622,Offline,Thẻ,Apple,Thế giới di động,Không,"$1,590 "," 36,570,000 ",,9/25/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Phương tiện truyền thông (báo, tivi,...)"
CTM59497,OTS31118,Online,Thẻ,HP,Techcare,Không,16390000," 16,390,000 ",,7/19/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM59497,OTS917,Offline,Thẻ,Dell,Khác,Có,14370000," 14,370,000 ",,7/19/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM59533,OTS932,Online,Thẻ,Dell,Thế giới di động,Có,10390000," 10,390,000 ",,4/2/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM59554,OTS878,Offline,Thẻ,Microsoft,Thế giới di động,Không,6520000," 6,520,000 ",,2/9/2020,"Thông qua người thân, bạn bè"
CTM59676,OTS13,Offline,Thẻ,Dell,Thế giới di động,Không,15410000," 15,410,000 ",,12/7/2020,"Thông qua người thân, bạn bè, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM60051,OTS147,Offline,Tiền mặt,Dell,FPT Shop,Có,12770000," 12,770,000 ",,8/3/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Website"
CTM60097,OTS1082,Offline,Thẻ,Dell,Điện máy xanh,Có,11240000," 11,240,000 ",,2/9/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM60129,OTS733,Offline,Thẻ,HP,FPT Shop,Có,14840000," 14,840,000 ",,4/16/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM60129,OTS38896,Online,Thẻ,HP,Nguyễn Kim,Không,19901000," 19,901,000 ",,11/26/2020,"Nhân viên cửa hàng bán Laptop, Mạng xã hội, Website"
CTM60279,OTS950,Online,Thẻ,Asus,Thế giới di động,Có,13150000," 13,150,000 ",,6/8/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM60509,OTS670,Offline,Tiền mặt,Acer,Điện máy xanh,Không,13870000," 13,870,000 ",,11/28/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...), Website"
CTM60557,OTS58561,Online,Thẻ,MSI,Phong Vũ,Không,13889000," 13,889,000 ",,6/29/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM60557,OTS212,Offline,Tiền mặt,Dell,Viettel Store,Không,10790000," 10,790,000 ",,7/4/2020,Nhân viên cửa hàng bán Laptop
CTM6062,OTS149,Online,Thẻ,Dell,Khác,Có,16790000," 16,790,000 ",,2/3/2020,"Mạng xã hội, Website"
CTM6062,OTS4617,Offline,Thẻ,Asus,Điện máy xanh,Không,8442000," 8,442,000 ",,2/23/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Website"
CTM60782,OTS657,Online,Thẻ,Dell,Techcare,Có,12400000," 12,400,000 ",,9/7/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM60838,OTS286,Offline,Thẻ,Dell,Viễn thông A,Có,13270000," 13,270,000 ",,3/2/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM60873,OTS996,Online,Thẻ,Dell,Thế giới di động,Có,14210000," 14,210,000 ",,4/27/2020,Nhân viên cửa hàng bán Laptop
CTM60873,OTS56660,Online,Thẻ,Acer,Nguyễn Kim,Không,10754000," 10,754,000 ",,5/15/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM60873,OTS32179,Online,Thẻ,Asus,Điện máy xanh,Không,11146000," 11,146,000 ",,11/7/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội, Website"
CTM60974,OTS486,Online,Thẻ,Asus,Viễn thông A,Có,18040000," 18,040,000 ",,6/18/2020,"Thông qua người thân, bạn bè"
CTM6107,OTS718,Offline,Thẻ,Dell,Thế giới di động,Không,8640000," 8,640,000 ",,10/8/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM61430,OTS163,Offline,Tiền mặt,Dell,FPT Shop,Không,18190000," 18,190,000 ",,11/15/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Website"
CTM61502,OTS62,Offline,Tiền mặt,HP,Thế giới di động,Có,19560000," 19,560,000 ",,9/3/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM61589,OTS900,Online,Thẻ,Dell,FPT Shop,Có,18970000," 18,970,000 ",,11/28/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM61637,OTS207,Offline,Thẻ,Asus,FPT Shop,Không,10590000," 10,590,000 ",,5/31/2020,Nhân viên cửa hàng bán Laptop
CTM61689,OTS922,Offline,Thẻ,Asus,Phi Long Technology,Có,24740000," 24,740,000 ",,8/13/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM61823,OTS1097,Online,Thẻ,Apple,Nguyễn Kim,Không,"$2,260 "," 51,980,000 ",,3/18/2020,"Thông qua người thân, bạn bè, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM61943,OTS395,Online,Thẻ,Apple,FPT Shop,Có,24370000," 24,370,000 ",,8/2/2020,"Nhân viên cửa hàng bán Laptop, Mạng xã hội, Website"
CTM61978,OTS672,Offline,Thẻ,Dell,Phong Vũ,Có,13780000," 13,780,000 ",,11/22/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM62148,OTS92563,Online,Thẻ,Asus,Điện máy xanh,Không,13894000," 13,894,000 ",,3/30/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM62148,OTS579,Offline,Thẻ,Dell,FPT Shop,Không,11400000," 11,400,000 ",,10/30/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM62148,OTS17878,,Thẻ,Asus,Viễn thông A,Không,12502000," 12,502,000 ",,12/31/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM62244,OTS298,Online,Thẻ,HP,Thế giới di động,Có,13200000," 13,200,000 ",,2/18/2020,Nhân viên cửa hàng bán Laptop
CTM62280,OTS890,Online,Thẻ,Dell,Viễn thông A,Có,13060000," 13,060,000 ",,11/22/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM62325,OTS301,Online,Thẻ,Microsoft,Techcare,Có,15400000," 15,400,000 ",,3/24/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn"
CTM62325,OTS54452,Online,Thẻ,Acer,Phong Vũ,Không,18802000," 18,802,000 ",,9/25/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM6271,OTS583,Online,Thẻ,Lenovo,Thế giới di động,Có,12440000," 12,440,000 ",,4/8/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM62764,OTS61,Online,Thẻ,Asus,Điện máy xanh,Không,12700000," 12,700,000 ",,8/27/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM62778,OTS9830,Online,Thẻ,Asus,Viễn thông A,Có,12069000," 12,069,000 ",,6/1/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM62778,OTS1074,Online,Thẻ,Apple,FPT Shop,Không,"$2,045 "," 47,035,000 ",,6/6/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM62778,OTS63286,Online,Thẻ,HP,Phong Vũ,Có,10552000," 10,552,000 ",,12/13/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội, Website"
CTM62859,OTS111,Online,Thẻ,Dell,Phong Vũ,Có,11800000," 11,800,000 ",,12/5/2020,"Thông qua người thân, bạn bè, Website"
CTM62870,OTS384,Offline,Thẻ,Lenovo,FPT Shop,Có,12190000," 12,190,000 ",,9/13/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM62896,OTS52265,Online,Thẻ,Acer,Điện máy xanh,Không,7364000," 7,364,000 ",,1/22/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM62896,OTS78048,Offline,Thẻ,HP,Phong Vũ,Có,21259000," 21,259,000 ",,1/28/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM62896,OTS736,Offline,Tiền mặt,Asus,Khác,Có,3790000," 3,790,000 ",,2/10/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM62896,OTS99727,Online,Thẻ,Acer,Nguyễn Kim,Không,10226000," 10,226,000 ",,8/11/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM62896,OTS49584,Offline,Thẻ,Acer,Techcare,Không,3521000," 3,521,000 ",,11/24/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...), Website"
CTM62921,OTS850,Offline,Tiền mặt,Apple,Phi Long Technology,Không,"$1,138 "," 26,174,000 ",,2/27/2020,Nhân viên cửa hàng bán Laptop
CTM62987,OTS717,Online,Thẻ,Asus,FPT Shop,Có,12230000," 12,230,000 ",,8/2/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM63014,OTS792,Online,Thẻ,Apple,FPT Shop,Không,"$1,099 "," 25,277,000 ",,8/28/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn"
CTM6304,OTS635,Offline,Thẻ,Lenovo,FPT Shop,Có,4780000," 4,780,000 ",,6/18/2020,"Thông qua người thân, bạn bè, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM63154,OTS4,Online,Thẻ,Dell,Thế giới di động,Không,11610000," 11,610,000 ",,11/26/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Website"
CTM63216,OTS541,Online,Thẻ,Dell,Thế giới di động,Có,13610000," 13,610,000 ",,3/21/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Website"
CTM63282,OTS319,Offline,Tiền mặt,Lenovo,Thế giới di động,Có,14410000," 14,410,000 ",,2/14/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM63287,OTS1017,Offline,Tiền mặt,Microsoft,Viễn thông A,Có,24860000," 24,860,000 ",,2/6/2020,Mạng xã hội
CTM63304,OTS317,Online,Thẻ,Asus,Thế giới di động,Có,12820000," 12,820,000 ",,12/4/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội, Website"
CTM63410,OTS72562,Online,Thẻ,HP,Techcare,Có,7930000," 7,930,000 ",,9/1/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM63410,OTS1085,Online,Thẻ,Asus,FPT Shop,Không,10010000," 10,010,000 ",,10/18/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM63454,OTS48528,Online,Thẻ,Asus,Viễn thông A,Không,10980000," 10,980,000 ",,8/29/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM63454,OTS495,Offline,Tiền mặt,Dell,FPT Shop,Không,19940000," 19,940,000 ",,9/26/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM63454,OTS2809,Offline,Thẻ,Acer,Techcare,Không,11622000," 11,622,000 ",,12/11/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn"
CTM63634,OTS800,Online,Thẻ,Asus,FPT Shop,Có,14080000," 14,080,000 ",,1/26/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM63634,OTS76166,Online,Thẻ,HP,Phong Vũ,Không,11092000," 11,092,000 ",,5/11/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM63734,OTS74640,Online,Thẻ,Acer,Phong Vũ,Có,4517000," 4,517,000 ",,9/11/2020,Nhân viên cửa hàng bán Laptop
CTM63734,OTS372,Online,Thẻ,Asus,Thế giới di động,Có,10960000," 10,960,000 ",,10/31/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Website"
CTM63743,OTS1040,Online,Thẻ,Dell,FPT Shop,Không,18560000," 18,560,000 ",,6/28/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM63744,OTS34,Offline,Thẻ,Apple,Thế giới di động,Không,21790000," 21,790,000 ",,9/17/2020,Website
CTM6394,OTS1014,Online,Thẻ,Asus,FPT Shop,Có,13480000," 13,480,000 ",,1/28/2020,Nhờ người có chuyên môn tư vấn
CTM6394,OTS50533,Offline,Thẻ,HP,Techcare,Không,"$1,326 "," 30,498,000 ",,3/18/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM6394,OTS78816,Online,Thẻ,Asus,Nguyễn Kim,Không,11291000," 11,291,000 ",,7/31/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM64160,OTS459,Online,Thẻ,HP,Phong Vũ,Không,11880000," 11,880,000 ",,11/5/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM64283,OTS740,Online,Thẻ,Asus,FPT Shop,Có,10170000," 10,170,000 ",,2/11/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM64421,OTS592,Offline,Thẻ,Dell,Thế giới di động,Có,14620000," 14,620,000 ",,6/3/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Website"
CTM64614,OTS431,Online,Thẻ,HP,FPT Shop,Có,17160000," 17,160,000 ",,9/28/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Website"
CTM64845,OTS295,Online,Thẻ,HP,Viễn thông A,Không,18500000," 18,500,000 ",,3/15/2020,"Nhân viên cửa hàng bán Laptop, Mạng xã hội, Website"
CTM64845,OTS5632,Offline,Thẻ,HP,Điện máy xanh,Không,18916000," 18,916,000 ",,9/7/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM6492,OTS1081,Offline,Thẻ,Apple,Điện máy xanh,Không,"$1,255 "," 28,865,000 ",,2/27/2020,"Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM64926,OTS880,Offline,Thẻ,HP,Thế giới di động,Không,13590000," 13,590,000 ",,7/11/2020,Nhờ người có chuyên môn tư vấn
CTM65003,OTS755,Online,Thẻ,Asus,Phong Vũ,Có,12250000," 12,250,000 ",,2/8/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM65181,OTS37123,Offline,Tiền mặt,MSI,Phong Vũ,Có,14092000," 14,092,000 ",,7/10/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM65181,OTS506,Offline,Tiền mặt,Dell,Thế giới di động,Có,14170000," 14,170,000 ",,10/22/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Phương tiện truyền thông (báo, tivi,...)"
CTM65188,OTS73802,Online,Thẻ,Asus,Viễn thông A,Không,"$1,208 "," 27,784,000 ",,4/6/2020,Nhân viên cửa hàng bán Laptop
CTM65188,OTS10484,Online,Thẻ,Acer,Nguyễn Kim,Có,12760000," 12,760,000 ",,7/27/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...), Website"
CTM65188,OTS958,Offline,Tiền mặt,Lenovo,FPT Shop,Có,19490000," 19,490,000 ",,11/16/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM652,OTS644,Offline,Tiền mặt,Asus,Thế giới di động,Có,13580000," 13,580,000 ",,6/25/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM65275,OTS1030,Online,Thẻ,Dell,Thế giới di động,Có,14800000," 14,800,000 ",,11/30/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Website"
CTM65275,OTS95750,,Thẻ,Acer,Techcare,Không,14670000," 14,670,000 ",,12/30/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM65354,OTS570,Online,Thẻ,Asus,Viễn thông A,Không,12870000," 12,870,000 ",,2/13/2020,Nhân viên cửa hàng bán Laptop
CTM65354,OTS8126,Offline,Thẻ,HP,Viễn thông A,Có,10871000," 10,871,000 ",,10/6/2020,"Thông qua người thân, bạn bè, Mạng xã hội, Website, Khác"
CTM65460,OTS10,Online,Thẻ,Dell,Phong Vũ,Có,10560000," 10,560,000 ",,2/16/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM65555,OTS151,Offline,Tiền mặt,Apple,FPT Shop,Có,23450000," 23,450,000 ",,10/4/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM65618,OTS88585,Online,Thẻ,MSI,Viễn thông A,Không,10085000," 10,085,000 ",,6/16/2020,"Thông qua người thân, bạn bè, Mạng xã hội"
CTM65618,OTS912,Offline,Thẻ,Dell,Techcare,Có,14110000," 14,110,000 ",,12/15/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM65663,OTS1072,Offline,Thẻ,Apple,Điện máy xanh,Không,10610000," 10,610,000 ",,2/21/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM65862,OTS159,Offline,Thẻ,Lenovo,FPT Shop,Có,15440000," 15,440,000 ",,2/31/2020,Nhờ người có chuyên môn tư vấn
CTM65863,OTS1099,Online,Thẻ,Dell,FPT Shop,Có,13610000," 13,610,000 ",,9/22/2020,"Thông qua người thân, bạn bè"
CTM65869,OTS688,Online,Thẻ,Dell,Thế giới di động,Không,5710000," 5,710,000 ",,8/23/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Website"
CTM6596,OTS78,Online,Thẻ,Asus,FPT Shop,Có,14570000," 14,570,000 ",,11/9/2020,"Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM65988,OTS658,Online,Thẻ,Asus,Khác,Có,8430000," 8,430,000 ",,10/27/2020,"Thông qua người thân, bạn bè"
CTM66015,OTS403,Online,Thẻ,Asus,Nguyễn Kim,Có,5930000," 5,930,000 ",,4/13/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM66069,OTS192,Offline,Tiền mặt,Dell,Khác,Có,14190000," 14,190,000 ",,2/27/2020,Nhân viên cửa hàng bán Laptop
CTM66069,OTS58410,Offline,Tiền mặt,Acer,Phong Vũ,Không,10401000," 10,401,000 ",,8/21/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM6612,OTS44184,Online,Thẻ,Asus,Điện máy xanh,Có,13077000," 13,077,000 ",,1/3/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM6612,OTS669,Offline,Thẻ,Dell,Viettel Store,Không,17940000," 17,940,000 ",,1/22/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM66180,OTS1057,Online,Thẻ,Dell,Phong Vũ,Có,11100000," 11,100,000 ",,7/17/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn"
CTM6636,OTS702,Online,Thẻ,HP,Thế giới di động,Không,11230000," 11,230,000 ",,1/23/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Website"
CTM6636,OTS49278,Offline,Thẻ,Acer,Điện máy xanh,Có,"$1,949 "," 44,827,000 ",,2/18/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Website"
CTM6636,OTS72715,Online,Thẻ,HP,Viễn thông A,Không,12046000," 12,046,000 ",,7/27/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM66393,OTS68,Online,Thẻ,Dell,FPT Shop,Không,10280000," 10,280,000 ",,6/20/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM66396,OTS554,Offline,Tiền mặt,Dell,Phong Vũ,Có,11920000," 11,920,000 ",,11/12/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...), Website"
CTM66425,OTS892,Online,Thẻ,Asus,Điện máy xanh,Có,12090000," 12,090,000 ",,11/11/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM66453,OTS40847,Online,Thẻ,Acer,Viễn thông A,Không,6494000," 6,494,000 ",,9/6/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Website"
